position,song,artist,popularity,album_type,total_track,release_date
35,Out Of The Woods (Taylor's Version),Taylor Swift,86,album,21,26-10-2023
36,What Was I Made For?,Billie Eilish,96,single,1,13-07-2023
37,Dance The Night - From Barbie The Album,Dua Lipa,94,single,1,25-05-2023
38,TOO MUCH,The Kid LAROI & Jung Kook & Central Cee,91,single,1,19-10-2023
39,Prada,cassö & RAYE & D-Block Europe,94,single,1,11-08-2023
40,fukumean,Gunna,95,album,15,16-06-2023
41,Welcome To New York (Taylor's Version),Taylor Swift,86,album,21,26-10-2023
42,Die For You,The Weeknd,91,album,18,24-11-2016
43,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,93,album,16,25-08-2023
44,Another Love,Tom Odell,92,album,15,24-06-2013
45,LOU LOU,Gabito Ballesteros & Natanael Cano,86,single,1,19-10-2023
46,FINA,Bad Bunny,93,album,22,13-10-2023
47,Columbia,Quevedo,95,single,1,07-07-2023
48,Sweater Weather,The Neighbourhood,93,album,11,19-04-2013
49,The Night We Met,Lord Huron,83,album,14,07-04-2015
50,All I Want for Christmas Is You,Mariah Carey,81,album,10,28-10-1994
1,greedy,Tate McRae,99,single,1,15-09-2023
2,Si No Estás,iñigo quintero,99,single,1,23-09-2022
3,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,91,album,21,26-10-2023
4,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,97,single,3,14-07-2023
5,Paint The Town Red,Doja Cat,89,album,15,20-09-2023
6,Cruel Summer,Taylor Swift,100,album,18,23-08-2019
7,PERRO NEGRO,Bad Bunny,96,album,22,13-10-2023
8,MONACO,Bad Bunny,97,album,22,13-10-2023
9,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,90,album,21,26-10-2023
10,Strangers,Kenya Grace,98,single,1,01-09-2023
11,My Love Mine All Mine,Mitski,96,album,11,15-09-2023
12,Slut!,Taylor Swift,90,album,21,26-10-2023
13,Water,Tyla,95,single,1,28-07-2023
14,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,89,album,21,26-10-2023
15,QLONA,KAROL G,94,album,9,10-08-2023
16,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,89,album,7,02-10-2023
17,Lollipop,Darell,94,album,18,28-07-2023
18,HARLEY QUINN,Fuerza Regida,85,album,30,20-10-2023
19,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,94,single,1,30-08-2023
20,LALA,Myke Towers,97,album,23,23-03-2023
21,I Wanna Be Yours,Arctic Monkeys,95,album,12,09-09-2013
22,Agora Hills,Doja Cat,81,album,15,20-09-2023
23,Style (Taylor's Version),Taylor Swift,89,album,21,26-10-2023
24,Según Quién,Maluma,89,album,25,25-08-2023
25,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,87,album,21,26-10-2023
26,IDGAF (feat. Yeat),Drake,94,album,23,06-10-2023
27,vampire,Olivia Rodrigo,96,album,12,08-09-2023
28,Daylight,David Kushner,95,single,1,14-04-2023
29,LADY GAGA,Peso Pluma,95,album,17,29-06-2023
30,Starboy,The Weeknd,94,album,18,25-11-2016
31,Prada,cassö & RAYE & D-Block Europe,94,single,1,11-08-2023
32,As It Was,Harry Styles,95,album,13,20-05-2022
33,What Was I Made For?,Billie Eilish,96,single,1,13-07-2023
34,Blank Space (Taylor's Version),Taylor Swift,88,album,21,26-10-2023
35,Dance The Night - From Barbie The Album,Dua Lipa,94,single,1,25-05-2023
36,Wildest Dreams (Taylor's Version),Taylor Swift,85,album,21,26-10-2023
37,fukumean,Gunna,95,album,15,16-06-2023
38,TOO MUCH,The Kid LAROI & Jung Kook & Central Cee,92,single,1,19-10-2023
39,Kill Bill,SZA,92,album,23,08-12-2022
40,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,93,album,16,25-08-2023
41,Out Of The Woods (Taylor's Version),Taylor Swift,87,album,21,26-10-2023
42,Now And Then,The Beatles,0,single,2,02-11-2023
43,Another Love,Tom Odell,92,album,15,24-06-2013
44,Die For You,The Weeknd,91,album,18,24-11-2016
45,The Night We Met,Lord Huron,83,album,14,07-04-2015
46,Columbia,Quevedo,95,single,1,07-07-2023
47,Sweater Weather,The Neighbourhood,93,album,11,19-04-2013
48,LOU LOU,Gabito Ballesteros & Natanael Cano,87,single,1,19-10-2023
49,Welcome To New York (Taylor's Version),Taylor Swift,87,album,21,26-10-2023
50,FINA,Bad Bunny,93,album,22,13-10-2023
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook,0,album,11,03-11-2023
2,Standing Next to You,Jung Kook,0,album,11,03-11-2023
3,greedy,Tate McRae,99,single,1,15-09-2023
4,Si No Estás,iñigo quintero,99,single,1,23-09-2022
5,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,91,album,21,26-10-2023
6,Paint The Town Red,Doja Cat,89,album,15,20-09-2023
7,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,89,album,7,02-10-2023
8,PERRO NEGRO,Bad Bunny,97,album,22,13-10-2023
9,Cruel Summer,Taylor Swift,100,album,18,23-08-2019
10,MONACO,Bad Bunny,98,album,22,13-10-2023
11,Strangers,Kenya Grace,98,single,1,01-09-2023
12,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,90,album,21,26-10-2023
13,My Love Mine All Mine,Mitski,97,album,11,15-09-2023
14,Water,Tyla,95,single,1,28-07-2023
15,Now And Then,The Beatles,73,single,2,02-11-2023
16,Hate You,Jung Kook,0,album,11,03-11-2023
17,Slut!,Taylor Swift,90,album,21,26-10-2023
18,Yes or No,Jung Kook,0,album,11,03-11-2023
19,QLONA,KAROL G,94,album,9,10-08-2023
20,HARLEY QUINN,Fuerza Regida,87,album,30,20-10-2023
21,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,90,album,21,26-10-2023
22,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,94,single,1,30-08-2023
23,Please Don't Change (feat. DJ Snake),Jung Kook,0,album,11,03-11-2023
24,Closer to You (feat. Major Lazer),Jung Kook,0,album,11,03-11-2023
25,Lollipop,Darell,94,album,18,28-07-2023
26,LALA,Myke Towers,97,album,23,23-03-2023
27,Somebody,Jung Kook,0,album,11,03-11-2023
28,Shot Glass of Tears,Jung Kook,0,album,11,03-11-2023
29,Too Sad to Dance,Jung Kook,0,album,11,03-11-2023
30,Agora Hills,Doja Cat,81,album,15,20-09-2023
31,I Wanna Be Yours,Arctic Monkeys,95,album,12,09-09-2013
32,Según Quién,Maluma,89,album,25,25-08-2023
33,Prada,cassö & RAYE & D-Block Europe,94,single,1,11-08-2023
34,vampire,Olivia Rodrigo,95,album,12,08-09-2023
35,LADY GAGA,Peso Pluma,95,album,17,29-06-2023
36,IDGAF (feat. Yeat),Drake,94,album,23,06-10-2023
37,Style (Taylor's Version),Taylor Swift,89,album,21,26-10-2023
38,Dance The Night - From Barbie The Album,Dua Lipa,94,single,1,25-05-2023
39,Daylight,David Kushner,95,single,1,14-04-2023
40,As It Was,Harry Styles,95,album,13,20-05-2022
41,Starboy,The Weeknd,94,album,18,25-11-2016
42,What Was I Made For?,Billie Eilish,96,single,1,13-07-2023
43,fukumean,Gunna,95,album,15,16-06-2023
44,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,88,album,21,26-10-2023
45,Kill Bill,SZA,92,album,23,08-12-2022
46,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,93,album,16,25-08-2023
47,LOU LOU,Gabito Ballesteros & Natanael Cano,88,single,1,19-10-2023
48,Columbia,Quevedo,95,single,1,07-07-2023
49,Blank Space (Taylor's Version),Taylor Swift,88,album,21,26-10-2023
50,Another Love,Tom Odell,92,album,15,24-06-2013
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook,73,album,11,03-11-2023
2,Standing Next to You,Jung Kook,83,album,11,03-11-2023
3,greedy,Tate McRae,99,single,1,15-09-2023
4,Si No Estás,iñigo quintero,99,single,1,23-09-2022
5,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,92,album,21,26-10-2023
6,Paint The Town Red,Doja Cat,89,album,15,20-09-2023
7,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,89,album,7,02-10-2023
8,PERRO NEGRO,Bad Bunny,97,album,22,13-10-2023
9,Cruel Summer,Taylor Swift,100,album,18,23-08-2019
10,MONACO,Bad Bunny,98,album,22,13-10-2023
11,Strangers,Kenya Grace,98,single,1,01-09-2023
12,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,91,album,21,26-10-2023
13,My Love Mine All Mine,Mitski,97,album,11,15-09-2023
14,Water,Tyla,95,single,1,28-07-2023
15,Now And Then,The Beatles,80,single,2,02-11-2023
16,Hate You,Jung Kook,77,album,11,03-11-2023
17,Slut!,Taylor Swift,91,album,21,26-10-2023
18,Yes or No,Jung Kook,77,album,11,03-11-2023
19,QLONA,KAROL G,94,album,9,10-08-2023
20,HARLEY QUINN,Fuerza Regida,88,album,30,20-10-2023
21,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,90,album,21,26-10-2023
22,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,94,single,1,30-08-2023
23,Please Don't Change (feat. DJ Snake),Jung Kook,76,album,11,03-11-2023
24,Closer to You (feat. Major Lazer),Jung Kook,76,album,11,03-11-2023
25,Lollipop,Darell,95,album,18,28-07-2023
26,LALA,Myke Towers,97,album,23,23-03-2023
27,Somebody,Jung Kook,76,album,11,03-11-2023
28,Shot Glass of Tears,Jung Kook,75,album,11,03-11-2023
29,Too Sad to Dance,Jung Kook,75,album,11,03-11-2023
30,Agora Hills,Doja Cat,81,album,15,20-09-2023
31,I Wanna Be Yours,Arctic Monkeys,95,album,12,09-09-2013
32,Según Quién,Maluma,89,album,25,25-08-2023
33,Prada,cassö & RAYE & D-Block Europe,94,single,1,11-08-2023
34,vampire,Olivia Rodrigo,95,album,12,08-09-2023
35,LADY GAGA,Peso Pluma,95,album,17,29-06-2023
36,IDGAF (feat. Yeat),Drake,94,album,23,06-10-2023
37,Style (Taylor's Version),Taylor Swift,89,album,21,26-10-2023
38,Dance The Night - From Barbie The Album,Dua Lipa,94,single,1,25-05-2023
39,Daylight,David Kushner,95,single,1,14-04-2023
40,As It Was,Harry Styles,95,album,13,20-05-2022
41,Starboy,The Weeknd,94,album,18,25-11-2016
42,What Was I Made For?,Billie Eilish,96,single,1,13-07-2023
43,fukumean,Gunna,95,album,15,16-06-2023
44,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,88,album,21,26-10-2023
45,Kill Bill,SZA,92,album,23,08-12-2022
46,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,93,album,16,25-08-2023
47,LOU LOU,Gabito Ballesteros & Natanael Cano,88,single,1,19-10-2023
48,Columbia,Quevedo,95,single,1,07-07-2023
49,Blank Space (Taylor's Version),Taylor Swift,88,album,21,26-10-2023
50,Another Love,Tom Odell,92,album,15,24-06-2013
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook,77,album,11,03-11-2023
2,Standing Next to You,Jung Kook,87,album,11,03-11-2023
3,greedy,Tate McRae,99,single,1,15-09-2023
4,Si No Estás,iñigo quintero,99,single,1,23-09-2022
5,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,92,album,21,26-10-2023
6,PERRO NEGRO,Bad Bunny,97,album,22,13-10-2023
7,Paint The Town Red,Doja Cat,89,album,15,20-09-2023
8,Cruel Summer,Taylor Swift,100,album,18,23-08-2019
9,MONACO,Bad Bunny,98,album,22,13-10-2023
10,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,89,album,7,02-10-2023
11,Strangers,Kenya Grace,98,single,1,01-09-2023
12,My Love Mine All Mine,Mitski,97,album,11,15-09-2023
13,HARLEY QUINN,Fuerza Regida,88,album,30,20-10-2023
14,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,91,album,21,26-10-2023
15,Water,Tyla,95,single,1,28-07-2023
16,QLONA,KAROL G,94,album,9,10-08-2023
17,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,94,single,1,30-08-2023
18,Lollipop,Darell,95,album,18,28-07-2023
19,LALA,Myke Towers,97,album,23,23-03-2023
20,Slut!,Taylor Swift,91,album,21,26-10-2023
21,Según Quién,Maluma,89,album,25,25-08-2023
22,I Wanna Be Yours,Arctic Monkeys,95,album,12,09-09-2013
23,LADY GAGA,Peso Pluma,95,album,17,29-06-2023
24,Hate You,Jung Kook,81,album,11,03-11-2023
25,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,90,album,21,26-10-2023
26,Yes or No,Jung Kook,81,album,11,03-11-2023
27,Agora Hills,Doja Cat,82,album,15,20-09-2023
28,Now And Then,The Beatles,82,single,2,02-11-2023
29,Prada,cassö & RAYE & D-Block Europe,94,single,1,11-08-2023
30,vampire,Olivia Rodrigo,95,album,12,08-09-2023
31,As It Was,Harry Styles,95,album,13,20-05-2022
32,Dance The Night - From Barbie The Album,Dua Lipa,94,single,1,25-05-2023
33,Daylight,David Kushner,95,single,1,14-04-2023
34,Starboy,The Weeknd,94,album,18,25-11-2016
35,Please Don't Change (feat. DJ Snake),Jung Kook,80,album,11,03-11-2023
36,IDGAF (feat. Yeat),Drake,94,album,23,06-10-2023
37,Style (Taylor's Version),Taylor Swift,90,album,21,26-10-2023
38,LOU LOU,Gabito Ballesteros & Natanael Cano,88,single,1,19-10-2023
39,What Was I Made For?,Billie Eilish,95,single,1,13-07-2023
40,Kill Bill,SZA,92,album,23,08-12-2022
41,fukumean,Gunna,95,album,15,16-06-2023
42,Closer to You (feat. Major Lazer),Jung Kook,80,album,11,03-11-2023
43,Somebody,Jung Kook,79,album,11,03-11-2023
44,Shot Glass of Tears,Jung Kook,79,album,11,03-11-2023
45,Columbia,Quevedo,95,single,1,07-07-2023
46,EL AMOR DE SU VIDA,Grupo Frontera,90,album,12,25-08-2023
47,Too Sad to Dance,Jung Kook,79,album,11,03-11-2023
48,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,93,album,16,25-08-2023
49,Another Love,Tom Odell,92,album,15,24-06-2013
50,Die For You,The Weeknd,91,album,18,24-11-2016
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook,80,album,11,03-11-2023
2,Standing Next to You,Jung Kook,90,album,11,03-11-2023
3,greedy,Tate McRae,100,single,1,15-09-2023
4,Si No Estás,iñigo quintero,99,single,1,23-09-2022
5,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,93,album,21,26-10-2023
6,Cruel Summer,Taylor Swift,99,album,18,23-08-2019
7,Paint The Town Red,Doja Cat,89,album,15,20-09-2023
8,PERRO NEGRO,Bad Bunny,97,album,22,13-10-2023
9,MONACO,Bad Bunny,98,album,22,13-10-2023
10,My Love Mine All Mine,Mitski,97,album,11,15-09-2023
11,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,89,album,7,02-10-2023
12,Strangers,Kenya Grace,98,single,1,01-09-2023
13,HARLEY QUINN,Fuerza Regida,89,album,30,20-10-2023
14,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,91,album,21,26-10-2023
15,Water,Tyla,95,single,1,28-07-2023
16,QLONA,KAROL G,94,album,9,10-08-2023
17,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,94,single,1,30-08-2023
18,I Wanna Be Yours,Arctic Monkeys,95,album,12,09-09-2013
19,LALA,Myke Towers,97,album,23,23-03-2023
20,Slut!,Taylor Swift,91,album,21,26-10-2023
21,Agora Hills,Doja Cat,82,album,15,20-09-2023
22,LADY GAGA,Peso Pluma,95,album,17,29-06-2023
23,Según Quién,Maluma,89,album,25,25-08-2023
24,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,90,album,21,26-10-2023
25,Lollipop,Darell,95,album,18,28-07-2023
26,Hate You,Jung Kook,83,album,11,03-11-2023
27,Yes or No,Jung Kook,83,album,11,03-11-2023
28,Daylight,David Kushner,95,single,1,14-04-2023
29,vampire,Olivia Rodrigo,95,album,12,08-09-2023
30,Starboy,The Weeknd,94,album,18,25-11-2016
31,As It Was,Harry Styles,95,album,13,20-05-2022
32,What Was I Made For?,Billie Eilish,95,single,1,13-07-2023
33,Dance The Night - From Barbie The Album,Dua Lipa,94,single,1,25-05-2023
34,Kill Bill,SZA,92,album,23,08-12-2022
35,Please Don't Change (feat. DJ Snake),Jung Kook,82,album,11,03-11-2023
36,Now And Then,The Beatles,83,single,2,02-11-2023
37,IDGAF (feat. Yeat),Drake,94,album,23,06-10-2023
38,Prada,cassö & RAYE & D-Block Europe,94,single,1,11-08-2023
39,LOU LOU,Gabito Ballesteros & Natanael Cano,89,single,1,19-10-2023
40,Another Love,Tom Odell,92,album,15,24-06-2013
41,fukumean,Gunna,95,album,15,16-06-2023
42,Style (Taylor's Version),Taylor Swift,90,album,21,26-10-2023
43,Columbia,Quevedo,95,single,1,07-07-2023
44,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,93,album,16,25-08-2023
45,EL AMOR DE SU VIDA,Grupo Frontera,90,album,12,25-08-2023
46,The Night We Met,Lord Huron,83,album,14,07-04-2015
47,Die For You,The Weeknd,91,album,18,24-11-2016
48,Closer to You (feat. Major Lazer),Jung Kook,82,album,11,03-11-2023
49,Somebody,Jung Kook,82,album,11,03-11-2023
50,Shot Glass of Tears,Jung Kook,82,album,11,03-11-2023
1,Standing Next to You,Jung Kook,91,album,11,03-11-2023
2,greedy,Tate McRae,100,single,1,15-09-2023
3,Si No Estás,iñigo quintero,99,single,1,23-09-2022
4,Seven (feat. Latto) (Explicit Ver.),Jung Kook,82,album,11,03-11-2023
5,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,93,album,21,26-10-2023
6,PERRO NEGRO,Bad Bunny,97,album,22,13-10-2023
7,Paint The Town Red,Doja Cat,89,album,15,20-09-2023
8,Cruel Summer,Taylor Swift,99,album,18,23-08-2019
9,MONACO,Bad Bunny,98,album,22,13-10-2023
10,My Love Mine All Mine,Mitski,97,album,11,15-09-2023
11,Strangers,Kenya Grace,98,single,1,01-09-2023
12,Water,Tyla,95,single,1,28-07-2023
13,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,91,album,21,26-10-2023
14,HARLEY QUINN,Fuerza Regida,90,album,30,20-10-2023
15,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,89,album,7,02-10-2023
16,QLONA,KAROL G,94,album,9,10-08-2023
17,Agora Hills,Doja Cat,82,album,15,20-09-2023
18,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,94,single,1,30-08-2023
19,I Wanna Be Yours,Arctic Monkeys,95,album,12,09-09-2013
20,Slut!,Taylor Swift,91,album,21,26-10-2023
21,LALA,Myke Towers,97,album,23,23-03-2023
22,Según Quién,Maluma,89,album,25,25-08-2023
23,Lollipop,Darell,95,album,18,28-07-2023
24,Daylight,David Kushner,95,single,1,14-04-2023
25,vampire,Olivia Rodrigo,95,album,12,08-09-2023
26,As It Was,Harry Styles,95,album,13,20-05-2022
27,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,90,album,21,26-10-2023
28,Prada,cassö & RAYE & D-Block Europe,94,single,1,11-08-2023
29,Starboy,The Weeknd,94,album,18,25-11-2016
30,What Was I Made For?,Billie Eilish,95,single,1,13-07-2023
31,IDGAF (feat. Yeat),Drake,94,album,23,06-10-2023
32,Dance The Night - From Barbie The Album,Dua Lipa,94,single,1,25-05-2023
33,Kill Bill,SZA,92,album,23,08-12-2022
34,LADY GAGA,Peso Pluma,95,album,17,29-06-2023
35,Another Love,Tom Odell,92,album,15,24-06-2013
36,fukumean,Gunna,95,album,15,16-06-2023
37,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,93,album,16,25-08-2023
38,The Night We Met,Lord Huron,83,album,14,07-04-2015
39,Columbia,Quevedo,95,single,1,07-07-2023
40,Yes or No,Jung Kook,84,album,11,03-11-2023
41,Stick Season,Noah Kahan,89,album,14,14-10-2022
42,LOU LOU,Gabito Ballesteros & Natanael Cano,89,single,1,19-10-2023
43,Sweater Weather,The Neighbourhood,93,album,11,19-04-2013
44,Die For You,The Weeknd,91,album,18,24-11-2016
45,Style (Taylor's Version),Taylor Swift,90,album,21,26-10-2023
46,Now And Then,The Beatles,84,single,2,02-11-2023
47,One Of The Girls,The Weeknd & JENNIE & Lily-Rose Depp,90,single,3,23-06-2023
48,EL AMOR DE SU VIDA,Grupo Frontera,90,album,12,25-08-2023
49,Hate You,Jung Kook,84,album,11,03-11-2023
50,FINA,Bad Bunny,93,album,22,13-10-2023
1,Standing Next to You,Jung Kook,93,album,11,03-11-2023
2,greedy,Tate McRae,100,single,1,15-09-2023
3,Si No Estás,iñigo quintero,99,single,1,23-09-2022
4,Seven (feat. Latto) (Explicit Ver.),Jung Kook,83,album,11,03-11-2023
5,PERRO NEGRO,Bad Bunny,97,album,22,13-10-2023
6,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,93,album,21,26-10-2023
7,Cruel Summer,Taylor Swift,99,album,18,23-08-2019
8,Paint The Town Red,Doja Cat,89,album,15,20-09-2023
9,MONACO,Bad Bunny,98,album,22,13-10-2023
10,My Love Mine All Mine,Mitski,97,album,11,15-09-2023
11,Strangers,Kenya Grace,98,single,1,01-09-2023
12,Water,Tyla,95,single,1,28-07-2023
13,HARLEY QUINN,Fuerza Regida,90,album,30,20-10-2023
14,QLONA,KAROL G,94,album,9,10-08-2023
15,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,91,album,21,26-10-2023
16,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,89,album,7,02-10-2023
17,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,94,single,1,30-08-2023
18,Agora Hills,Doja Cat,82,album,15,20-09-2023
19,LALA,Myke Towers,97,album,23,23-03-2023
20,I Wanna Be Yours,Arctic Monkeys,95,album,12,09-09-2013
21,Según Quién,Maluma,89,album,25,25-08-2023
22,Slut!,Taylor Swift,91,album,21,26-10-2023
23,Lollipop,Darell,95,album,18,28-07-2023
24,Daylight,David Kushner,95,single,1,14-04-2023
25,As It Was,Harry Styles,95,album,13,20-05-2022
26,vampire,Olivia Rodrigo,95,album,12,08-09-2023
27,Prada,cassö & RAYE & D-Block Europe,94,single,1,11-08-2023
28,Starboy,The Weeknd,94,album,18,25-11-2016
29,LADY GAGA,Peso Pluma,95,album,17,29-06-2023
30,Dance The Night - From Barbie The Album,Dua Lipa,94,single,1,25-05-2023
31,What Was I Made For?,Billie Eilish,95,single,1,13-07-2023
32,IDGAF (feat. Yeat),Drake,94,album,23,06-10-2023
33,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,90,album,21,26-10-2023
34,Kill Bill,SZA,92,album,23,08-12-2022
35,fukumean,Gunna,95,album,15,16-06-2023
36,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,93,album,16,25-08-2023
37,Another Love,Tom Odell,92,album,15,24-06-2013
38,The Night We Met,Lord Huron,83,album,14,07-04-2015
39,Stick Season,Noah Kahan,89,album,14,14-10-2022
40,Columbia,Quevedo,94,single,1,07-07-2023
41,Sweater Weather,The Neighbourhood,93,album,11,19-04-2013
42,Die For You,The Weeknd,91,album,18,24-11-2016
43,LOU LOU,Gabito Ballesteros & Natanael Cano,89,single,1,19-10-2023
44,One Of The Girls,The Weeknd & JENNIE & Lily-Rose Depp,90,single,3,23-06-2023
45,Yes or No,Jung Kook,85,album,11,03-11-2023
46,Style (Taylor's Version),Taylor Swift,90,album,21,26-10-2023
47,Anti-Hero,Taylor Swift,93,album,13,21-10-2022
48,FINA,Bad Bunny,93,album,22,13-10-2023
49,Flowers,Miley Cyrus,92,album,14,18-08-2023
50,Lover,Taylor Swift,92,album,18,23-08-2019
1,greedy,Tate McRae,100,single,1,15-09-2023
2,Standing Next to You,Jung Kook,93,album,11,03-11-2023
3,Si No Estás,iñigo quintero,99,single,1,23-09-2022
4,PERRO NEGRO,Bad Bunny,97,album,22,13-10-2023
5,Seven (feat. Latto) (Explicit Ver.),Jung Kook,84,album,11,03-11-2023
6,Cruel Summer,Taylor Swift,99,album,18,23-08-2019
7,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,93,album,21,26-10-2023
8,Paint The Town Red,Doja Cat,89,album,15,20-09-2023
9,MONACO,Bad Bunny,98,album,22,13-10-2023
10,My Love Mine All Mine,Mitski,97,album,11,15-09-2023
11,Strangers,Kenya Grace,98,single,1,01-09-2023
12,HARLEY QUINN,Fuerza Regida,90,album,30,20-10-2023
13,Water,Tyla,96,single,1,28-07-2023
14,QLONA,KAROL G,94,album,9,10-08-2023
15,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,94,single,1,30-08-2023
16,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,92,album,21,26-10-2023
17,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,89,album,7,02-10-2023
18,Agora Hills,Doja Cat,82,album,15,20-09-2023
19,LALA,Myke Towers,97,album,23,23-03-2023
20,I Wanna Be Yours,Arctic Monkeys,95,album,12,09-09-2013
21,Según Quién,Maluma,89,album,25,25-08-2023
22,Slut!,Taylor Swift,91,album,21,26-10-2023
23,Lollipop,Darell,95,album,18,28-07-2023
24,Daylight,David Kushner,95,single,1,14-04-2023
25,As It Was,Harry Styles,95,album,13,20-05-2022
26,LADY GAGA,Peso Pluma,95,album,17,29-06-2023
27,Prada,cassö & RAYE & D-Block Europe,94,single,1,11-08-2023
28,vampire,Olivia Rodrigo,95,album,12,08-09-2023
29,Starboy,The Weeknd,94,album,18,25-11-2016
30,Dance The Night - From Barbie The Album,Dua Lipa,94,single,1,25-05-2023
31,What Was I Made For?,Billie Eilish,95,single,1,13-07-2023
32,IDGAF (feat. Yeat),Drake,94,album,23,06-10-2023
33,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,93,album,16,25-08-2023
34,Kill Bill,SZA,92,album,23,08-12-2022
35,fukumean,Gunna,95,album,15,16-06-2023
36,Stick Season,Noah Kahan,89,album,14,14-10-2022
37,Another Love,Tom Odell,92,album,15,24-06-2013
38,The Night We Met,Lord Huron,83,album,14,07-04-2015
39,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,90,album,21,26-10-2023
40,Columbia,Quevedo,94,single,1,07-07-2023
41,Sweater Weather,The Neighbourhood,93,album,11,19-04-2013
42,Die For You,The Weeknd,90,album,18,24-11-2016
43,One Of The Girls,The Weeknd & JENNIE & Lily-Rose Depp,90,single,3,23-06-2023
44,LOU LOU,Gabito Ballesteros & Natanael Cano,89,single,1,19-10-2023
45,Style (Taylor's Version),Taylor Swift,90,album,21,26-10-2023
46,Anti-Hero,Taylor Swift,93,album,13,21-10-2022
47,Classy 101,Feid & Young Miko,92,single,1,31-03-2023
48,Flowers,Miley Cyrus,92,album,14,18-08-2023
49,Lover,Taylor Swift,92,album,18,23-08-2019
50,Snooze,SZA,92,album,23,09-12-2022
1,greedy,Tate McRae,100,single,1,15-09-2023
2,Houdini,Dua Lipa,58,single,1,09-11-2023
3,Si No Estás,iñigo quintero,99,single,1,23-09-2022
4,Standing Next to You,Jung Kook,94,album,11,03-11-2023
5,PERRO NEGRO,Bad Bunny,97,album,22,13-10-2023
6,Cruel Summer,Taylor Swift,99,album,18,23-08-2019
7,Paint The Town Red,Doja Cat,89,album,15,20-09-2023
8,Seven (feat. Latto) (Explicit Ver.),Jung Kook,85,album,11,03-11-2023
9,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,94,album,21,26-10-2023
10,MONACO,Bad Bunny,98,album,22,13-10-2023
11,My Love Mine All Mine,Mitski,97,album,11,15-09-2023
12,Strangers,Kenya Grace,98,single,1,01-09-2023
13,HARLEY QUINN,Fuerza Regida,91,album,30,20-10-2023
14,Water,Tyla,96,single,1,28-07-2023
